distance,angle,intensity,scan_index
1.9299999475479128,-1.9198628664016724,0,0
1.909999966621399,-1.911136221140623,0,0
1.899999976158142,-1.8936829306185248,0,0
1.8899999856948853,-1.8849562853574755,0,0
1.8899999856948853,-1.8675029948353767,0,0
1.8600000143051147,-1.8587763495743277,0,0
1.850000023841858,-1.841323059052229,0,0
1.850000023841858,-1.83259641379118,0,0
1.850000023841858,-1.815143123269081,0,0
1.830000042915344,-1.806416478008032,0,0
1.840000033378601,-1.7889631874859333,0,0
1.830000042915344,-1.780236542224884,0,0
1.830000042915344,-1.7627832517027855,0,0
1.8200000524520876,-1.7540566064417362,0,0
1.8200000524520876,-1.745329961180687,0,0
1.830000042915344,-1.7366033159196377,0,0
1.8200000524520876,-1.7278766706585884,0,0
1.809999942779541,-1.7191500253975391,0,0
1.8200000524520876,-1.71042338013649,0,0
1.809999942779541,-1.692970089614391,0,0
1.809999942779541,-1.684243444353342,0,0
1.8200000524520876,-1.6667901538312435,0,0
1.7999999523162842,-1.6580635085701942,0,0
1.7999999523162842,-1.6406102180480957,0,0
1.7999999523162842,-1.6318835727870464,0,0
1.809999942779541,-1.614430282264948,0,0
1.7999999523162842,-1.6057036370038986,0,0
1.7999999523162842,-1.5882503464818,0,0
1.7999999523162842,-1.5795237012207508,0,0
1.809999942779541,-1.5707970559597015,0,0
1.7999999523162842,-1.5620704106986525,0,0
1.809999942779541,-1.553343765437603,0,0
1.809999942779541,-1.5446171201765535,0,0
1.7999999523162842,-1.5358904749155045,0,0
1.809999942779541,-1.518437184393406,0,0
1.7999999523162842,-1.5097105391323566,0,0
1.809999942779541,-1.492257248610258,0,0
1.7999999523162842,-1.4835306033492088,0,0
1.809999942779541,-1.4660773128271103,0,0
1.8200000524520876,-1.457350667566061,0,0
1.8200000524520876,-1.4398973770439625,0,0
1.830000042915344,-1.4311707317829132,0,0
1.840000033378601,-1.4137174412608149,0,0
1.830000042915344,-1.4049907959997654,0,0
1.840000033378601,-1.396264150738716,0,0
1.840000033378601,-1.3788108602166176,0,0
1.8600000143051147,-1.3700842149555683,0,0
1.850000023841858,-1.361357569694519,0,0
1.850000023841858,-1.3526309244334698,0,0
1.8600000143051147,-1.3439042791724205,0,0
1.8899999856948853,-1.3351776339113712,0,0
1.909999966621399,-1.3177243433892727,0,0
6.710000038146973,-1.3089976981282234,0,0
6.659999847412109,-1.300271052867174,0,0
8.289999961853027,-1.2915444076061249,0,0
8.319999694824219,-1.2828177623450756,0,0
8.180000305175781,-1.265364471822977,0,0
6.849999904632568,-1.2566378265619278,0,0
6.53000020980835,-1.2479111813008783,0,0
5.300000190734863,-1.2391845360398293,0,0
5.570000171661377,-1.23045789077878,0,0
5.949999809265137,-1.2130046002566814,0,0
5.840000152587891,-1.2042779549956322,0,0
5.71999979019165,-1.195551309734583,0,0
5.5,-1.1868246644735336,0,0
5.389999866485596,-1.1780980192124844,0,0
5.199999809265137,-1.1606447286903858,0,0
5.099999904632568,-1.1431914381682873,0,0
4.940000057220459,-1.134464792907238,0,0
4.849999904632568,-1.1257381476461887,0,0
4.699999809265137,-1.1082848571240902,0,0
4.619999885559082,-1.0908315666019917,0,0
4.489999771118164,-1.0821049213409424,0,0
4.409999847412109,-1.0733782760798931,0,0
4.349999904632568,-1.0559249855577946,0,0
4.289999961853027,-1.0471983402967453,0,0
4.230000019073486,-1.038471695035696,0,0
4.170000076293945,-1.0297450497746468,0,0
4.059999942779541,-1.0210184045135977,0,0
4.0,-1.0122917592525482,0,0
3.940000057220459,-0.9948384687304496,0,0
3.900000095367432,-0.9861118234694004,0,0
3.880000114440918,-0.9773851782083512,0,0
2.759999990463257,-0.968658532947302,0,0
2.490000009536743,-0.9599318876862526,0,0
2.430000066757202,-0.942478597164154,0,0
2.4100000858306885,-0.9337519519031048,0,0
2.390000104904175,-0.9250253066420556,0,0
2.369999885559082,-0.9162986613810062,0,0
2.369999885559082,-0.907572016119957,0,0
2.3399999141693115,-0.8901187255978584,0,0
2.299999952316284,-0.8813920803368092,0,0
2.309999942779541,-0.8726654350757599,0,0
2.309999942779541,-0.8639387898147106,0,0
2.3399999141693115,-0.8552121445536613,0,0
2.369999885559082,-0.8377588540315628,0,0
2.400000095367432,-0.8203055635094643,0,0
2.450000047683716,-0.811578918248415,0,0
2.4600000381469727,-0.8028522729873657,0,0
2.5,-0.7853989824652672,0,0
2.5299999713897705,-0.7679456919431686,0,0
2.569999933242798,-0.7592190466821194,0,0
2.5899999141693115,-0.7504924014210701,0,0
2.619999885559082,-0.7330391108989716,0,0
2.650000095367432,-0.7243124656379223,0,0
2.680000066757202,-0.715585820376873,0,0
2.7100000381469727,-0.7068591751158237,0,0
2.7699999809265137,-0.6981325298547745,0,0
2.789999961853028,-0.6806792393326759,0,0
2.8299999237060547,-0.6719525940716267,0,0
2.859999895095825,-0.6632259488105774,0,0
2.890000104904175,-0.6544993035495281,0,0
2.970000028610229,-0.6457726582884789,0,0
3.0,-0.6370460130274296,0,0
3.039999961853028,-0.619592722505331,0,0
3.049999952316284,-0.6108660772442818,0,0
3.319999933242798,-0.6021394319832325,0,0
3.509999990463257,-0.5934127867221832,0,0
3.5199999809265137,-0.584686141461134,0,0
3.559999942779541,-0.5672328509390354,0,0
3.5999999046325684,-0.5585062056779861,0,0
3.670000076293945,-0.5497795604169369,0,0
3.7699999809265137,-0.5410529151558876,0,0
3.819999933242798,-0.5323262698948383,0,0
3.900000095367432,-0.5148729793727398,0,0
3.9600000381469727,-0.5061463341116905,0,0
4.019999980926514,-0.4974196888506412,0,0
2.940000057220459,-0.488693043589592,0,0
2.799999952316284,-0.4799663983285427,0,0
2.890000104904175,-0.4625131078064441,0,0
4.210000038146973,-0.4450598172843456,0,0
4.679999828338623,-0.4363331720232963,0,0
4.760000228881836,-0.4276065267622471,0,0
4.960000038146973,-0.4101532362401485,0,0
5.070000171661377,-0.39269994571805,0,0
5.199999809265137,-0.3839733004570007,0,0
5.460000038146973,-0.3752466551959514,0,0
5.579999923706055,-0.3577933646738529,0,0
5.71999979019165,-0.3490667194128036,0,0
5.869999885559082,-0.3403400741517544,0,0
4.039999961853027,-0.3316134288907051,0,0
4.039999961853027,-0.3228867836296558,0,0
6.559999942779541,-0.3054334931075573,0,0
6.78000020980835,-0.296706847846508,0,0
7.0,-0.2879802025854587,0,0
7.230000019073486,-0.2792535573244095,0,0
7.739999771118164,-0.2705269120633602,0,0
8.020000457763672,-0.2618002668023109,0,0
8.350000381469727,-0.2443469762802124,0,0
8.680000305175781,-0.2356203310191631,0,0
9.0600004196167,-0.2268936857581138,0,0
3.2100000381469727,-0.2181670404970646,0,0
3.220000028610229,-0.2094403952360153,0,0
3.740000009536743,-0.1919871047139167,0,0
3.5199999809265137,-0.1832604594528675,0,0
3.2799999713897705,-0.1745338141918182,0,0
3.559999942779541,-0.1658071689307689,0,0
3.75,-0.1570805236697197,0,0
3.7899999618530273,-0.1396272331476211,0,0
3.809999942779541,-0.1309005878865718,0,0
3.920000076293945,-0.1221739426255226,0,0
5.010000228881836,-0.1134472973644733,0,0
5.260000228881836,-0.104720652103424,0,0
6.579999923706055,-0.0872673615813255,0,0
9.050000190734863,-0.0698140710592269,0,0
3.900000095367432,-0.0610874257981777,0,0
3.9800000190734863,-0.0523607805371284,0,0
3.1700000762939453,-0.0349074900150299,0,0
3.3399999141693115,-0.0261808447539806,0,0
3.4600000381469727,-0.0174541994929313,0,0
3.7799999713897705,-0.008727554231882,0,0
3.049999952316284,-9.08970832824707e-07,0,0
2.930000066757202,0.0087257362902164,0,0
3.200000047683716,0.0174523815512657,0,0
3.200000047683716,0.0261790268123149,0,0
8.989999771118164,0.0349056720733642,0,0
9.0,0.0436323173344135,0,0
2.950000047683716,0.0523589625954628,0,0
2.9200000762939453,0.061085607856512,0,0
2.9200000762939453,0.0698122531175613,0,0
2.9100000858306885,0.0785388983786106,0,0
2.950000047683716,0.0872655436396598,0,0
3.0299999713897705,0.0959921889007091,0,0
3.069999933242798,0.1047188341617584,0,0
3.0999999046325684,0.1134454794228077,0,0
3.1700000762939453,0.1221721246838569,0,0
9.09000015258789,0.1308987699449062,0,0
9.109999656677246,0.1396254152059555,0,0
9.170000076293944,0.1483520604670047,0,0
3.7699999809265137,0.157078705728054,0,0
